[ID],Year,Institution,state,Tot Lic/Opt Exe,St-Ups Formed,Gross Lic Inc
95280,2000,Woods Hole Oceanographic Inst.,MA,2,0,"$101,527 "
95011,2001,Beth Israel Hospital,MA,13,2,"$2,858,622 "
95014,2001,Boston University,MA,23,8,"$1,113,498 "
95017,2001,Brigham & Women's Hospital Inc.,MA,18,1,"$7,017,706 "
95034,2001,Children's Hospital Boston,MA,24,5,"$5,659,723 "
95052,2001,Dana-Farber Cancer Institute,MA,34,0,"$4,668,808 "
95070,2001,Harvard University,MA,95,5,"$24,793,720 "
95096,2001,Massachusetts General Hospital,MA,28,,"$30,293,706 "
95097,2001,Massachusetts Inst. of Technology (MIT),MA,119,29,"$77,040,976 "
95125,2001,Northeastern University,MA,5,2,"$1,179,673 "
96022,2001,Schepens Eye Research Institute,MA,1,0,"$328,482 "
96039,2001,St. Elizabeth's Medical Center of Boston,MA,1,0,"$5,000 "
95175,2001,Tufts University,MA,15,2,"$8,178,290 "
95213,2001,Univ. of Massachusetts,MA,24,1,"$12,372,000 "
95257,2001,Univ. of Vermont,MA,5,0,"$375,574 "
95280,2001,Woods Hole Oceanographic Inst.,MA,2,1,"$326,519 "
95011,2002,Beth Israel Deaconess Medical Ctr.,MA,20,1,"$4,475,219 "
95014,2002,Boston Univ./Boston Medical Ctr.,MA,17,2,"$1,179,487 "
95016,2002,Brandeis Univ.,MA,4,1,"$307,395 "
95017,2002,Brigham & Women's Hospital Inc.,MA,12,0,"$8,870,663 "
95034,2002,Children's Hospital Boston,MA,25,5,"$11,787,267 "
20000252,2002,Ctr. for Blood Research,MA,9,1,"$261,117 "
95052,2002,Dana-Farber Cancer Inst.,MA,30,4,"$3,590,619 "
95070,2002,Harvard Univ.,MA,85,7,"$19,854,059 "
95097,2002,Massachusetts Inst. of Technology (MIT),MA,122,23,"$28,706,848 "
95115,2002,New England Medical Ctr.,MA,2,1,"$836,314 "
95125,2002,Northeastern Univ.,MA,2,1,"$892,077 "
96022,2002,Schepens Eye Research Inst.,MA,2,0,"$431,701 "
96039,2002,St. Elizabeth's Medical Ctr. of Boston,MA,3,0,"$1,301,500 "
95096,2002,The General Hospital dba Massachusetts General Hospital,MA,38,4,"$29,687,996 "
95175,2002,Tufts Univ.,MA,15,0,"$511,721 "
95213,2002,Univ. of Massachusetts,MA,19,1,"$14,906,000 "
95257,2002,Univ. of Vermont,MA,6,0,"$214,803 "
95280,2002,Woods Hole Oceanographic Inst.,MA,0,0,"$202,383 "
95011,2003,Beth Israel Deaconess Medical Ctr.,MA,25,3,"$1,616,391 "
95014,2003,Boston Univ./Boston Medical Ctr.,MA,12,2,"$2,108,485 "
95016,2003,Brandeis Univ.,MA,4,0,"$361,943 "
95017,2003,Brigham & Women's Hospital Inc.,MA,23,1,"$6,815,743 "
95034,2003,Children's Hospital Boston,MA,27,1,"$13,248,158 "
20000252,2003,Ctr. for Blood Research,MA,11,0,"$556,212 "
95052,2003,Dana-Farber Cancer Inst.,MA,32,0,"$4,004,295 "
95070,2003,Harvard Univ.,MA,69,4,"$24,282,171 "
95097,2003,Massachusetts Inst. of Technology (MIT),MA,114,15,"$26,824,897 "
95115,2003,New England Medical Ctr.,MA,5,0,"$1,181,096 "
95125,2003,Northeastern Univ.,MA,5,1,"$1,325,768 "
96039,2003,St. Elizabeth's Medical Ctr. of Boston,MA,1,0,"$1,500 "
95096,2003,The General Hospital dba Massachusetts General Hospital,MA,62,4,"$45,978,811 "
95175,2003,Tufts Univ.,MA,20,0,"$742,231 "
95213,2003,Univ. of Massachusetts,MA,40,1,"$19,945,300 "
95280,2003,Woods Hole Oceanographic Inst.,MA,0,0,"$297,600 "
96043,2003,Worcester Polytechnic Institute,MA,3,0,"$55,000 "
95011,2004,Beth Israel Deaconess Medical Ctr.,MA,20,1,"$3,401,969 "
95014,2004,Boston Univ./Boston Medical Ctr.,MA,17,4,"$1,622,349 "
95016,2004,Brandeis Univ.,MA,4,1,"$454,422 "
95017,2004,Brigham & Women's Hospital Inc.,MA,40,5,"$8,396,023 "
20000252,2004,CBR Institute for Biomedical Research,MA,5,0,"$195,576 "
95034,2004,Children's Hospital Boston,MA,20,1,"$14,118,240 "
95052,2004,Dana-Farber Cancer Inst.,MA,34,2,"$4,098,165 "
95070,2004,Harvard Univ.,MA,50,4,"$23,619,043 "
95097,2004,Massachusetts Inst. of Technology (MIT),MA,134,20,"$30,031,032 "
95115,2004,New England Medical Ctr.,MA,5,1,"$987,610 "
95125,2004,Northeastern Univ.,MA,3,1,"$1,493,413 "
96039,2004,St. Elizabeth's Medical Ctr. of Boston,MA,2,0,"$575,000 "
95096,2004,The General Hospital dba Massachusetts General Hospital,MA,75,3,"$63,240,690 "
95175,2004,Tufts Univ.,MA,16,3,"$461,118 "
95213,2004,Univ. of Massachusetts,MA,36,2,"$26,452,520 "
95280,2004,Woods Hole Oceanographic Inst.,MA,1,,"$375,500 "
95011,2005,Beth Israel Deaconess Medical Ctr.,MA,18,4,"$1,859,349 "
95014,2005,Boston Univ./Boston Medical Ctr.,MA,14,3,"$2,632,941 "
95016,2005,Brandeis Univ.,MA,10,1,"$631,100 "
95017,2005,Brigham & Women's Hospital Inc.,MA,32,3,"$6,985,206 "
20000252,2005,CBR Institute for Biomedical Research,MA,4,0,"$299,247 "
95034,2005,Children's Hospital Boston,MA,22,3,"$17,574,310 "
95052,2005,Dana-Farber Cancer Inst.,MA,21,1,"$6,349,664 "
95070,2005,Harvard Univ.,MA,58,7,"$27,987,375 "
95097,2005,Massachusetts Inst. of Technology (MIT),MA,93,20,"$39,824,482 "
95115,2005,New England Medical Ctr.,MA,5,0,"$1,208,887 "
95125,2005,Northeastern Univ.,MA,6,1,"$1,078,609 "
96022,2005,Schepens Eye Research Inst.,MA,6,0,"$600,000 "
96039,2005,St. Elizabeth's Medical Ctr. of Boston,MA,2,0,"$103,465 "
95096,2005,The General Hospital dba Massachusetts General Hospital,MA,140,5,"$94,890,630 "
95175,2005,Tufts Univ.,MA,18,1,"$582,337 "
95213,2005,Univ. of Massachusetts,MA,50,1,"$28,297,467 "
95257,2005,Univ. of Vermont,MA,5,2,"$142,001 "
95280,2005,Woods Hole Oceanographic Inst.,MA,0,0,"$191,063 "
95011,2006,Beth Israel Deaconess Medical Ctr.,MA,18,3,"$962,442 "
95014,2006,Boston Univ./Boston Medical Ctr.,MA,25,4,"$2,286,545 "
95017,2006,Brigham & Women's Hospital Inc.,MA,41,4,"$9,233,034 "
95034,2006,Children's Hospital Boston,MA,27,2,"$22,350,840 "
95052,2006,Dana-Farber Cancer Inst.,MA,37,2,"$4,720,969 "
95070,2006,Harvard Univ.,MA,41,3,"$20,849,993 "
95097,2006,Massachusetts Inst. of Technology (MIT),MA,121,23,"$43,500,000 "
95115,2006,New England Medical Ctr.,MA,4,3,"$1,149,184 "
95125,2006,Northeastern Univ.,MA,6,1,"$472,272 "
96039,2006,St. Elizabeth's Medical Ctr. of Boston,MA,1,0,"$250,552 "
95096,2006,The General Hospital dba Massachusetts General Hospital,MA,131,8,"$318,588,460 "
95175,2006,Tufts Univ.,MA,14,0,"$1,247,799 "
95213,2006,Univ. of Massachusetts,MA,45,2,"$27,183,583 "
95257,2006,Univ. of Vermont,MA,7,3,"$15,751 "
95280,2006,Woods Hole Oceanographic Inst.,MA,5,0,"$240,374 "
95011,2007,Beth Israel Deaconess Medical Ctr.,MA,26,5,"$1,514,823 "
95014,2007,Boston Univ./Boston Medical Ctr.,MA,17,4,"$2,734,479 "
95017,2007,Brigham & Women's Hospital Inc.,MA,47,3,"$8,640,606 "
95034,2007,Children's Hospital Boston,MA,29,2,"$18,056,238 "
95052,2007,Dana-Farber Cancer Inst.,MA,36,2,"$6,977,861 "
95070,2007,Harvard Univ.,MA,44,6,"$12,402,873 "
95097,2007,Massachusetts Inst. of Technology (MIT),MA,116,24,"$61,600,000 "
95125,2007,Northeastern Univ.,MA,8,2,"$1,083,570 "
96039,2007,St. Elizabeth's Medical Ctr. of Boston,MA,1,1,"$25,000 "
95096,2007,The General Hospital dba Massachusetts General Hospital,MA,102,5,"$346,080,013 "
95115,2007,Tufts Medical Center,MA,3,0,"$927,006 "
95175,2007,Tufts Univ.,MA,19,5,"$3,441,046 "
95213,2007,Univ. of Massachusetts,MA,78,1,"$40,738,116 "
95257,2007,Univ. of Vermont,MA,6,1,"$408,668 "
95280,2007,Woods Hole Oceanographic Inst.,MA,1,0,"$341,720 "
95011,2008,Beth Israel Deaconess Medical Ctr.,MA,29,3,"$1,229,931 "
95014,2008,Boston Univ./Boston Medical Ctr.,MA,23,12,"$1,484,441 "
95017,2008,Brigham & Women's Hospital Inc.,MA,51,2,"$7,674,364 "
95034,2008,Children's Hospital Boston,MA,22,1,"$16,284,462 "
95052,2008,Dana-Farber Cancer Inst.,MA,33,1,"$6,128,970 "
95070,2008,Harvard Univ.,MA,56,12,"$20,980,563 "
20000252,2008,Immune Disease Institute,MA,5,, 
95097,2008,Massachusetts Inst. of Technology (MIT),MA,98,20,"$88,924,500 "
95125,2008,Northeastern Univ.,MA,9,2,"$444,412 "
96039,2008,St. Elizabeth's Medical Ctr. of Boston,MA,2,1,"$93,000 "
95096,2008,The General Hospital dba Massachusetts General Hospital,MA,96,9,"$47,693,244 "
95115,2008,Tufts Medical Center,MA,4,0,"$1,196,828 "
95175,2008,Tufts Univ.,MA,13,2,"$4,017,373 "
95213,2008,Univ. of Massachusetts,MA,35,2,"$35,982,532 "
95257,2008,Univ. of Vermont,MA,11,5,"$184,693 "
95011,2009,Beth Israel Deaconess Medical Ctr.,MA,26,2,"$4,009,790 "
95014,2009,Boston Univ./Boston Medical Ctr.,MA,23,4,"$1,776,497 "
95017,2009,Brigham & Women's Hospital Inc.,MA,50,3,"$12,910,577 "
95034,2009,Children's Hospital Boston,MA,28,1,"$14,343,204 "
95052,2009,Dana-Farber Cancer Inst.,MA,39,6,"$4,556,064 "
95070,2009,Harvard Univ.,MA,65,8,"$12,308,207 "
95097,2009,Massachusetts Inst. of Technology (MIT),MA,91,18,"$66,450,000 "
96039,2009,St. Elizabeth's Medical Ctr. of Boston,MA,1,0,$0 
95096,2009,The General Hospital dba Massachusetts General Hospital,MA,144,5,"$51,837,315 "
95115,2009,Tufts Medical Center,MA,2,1,"$538,754 "
95175,2009,Tufts Univ.,MA,9,0,"$8,390,154 "
95213,2009,Univ. of Massachusetts,MA,50,1,"$70,553,428 "
20100278,2009,Whitehead Institute for Biomedical Research,MA,13,1,"$3,076,000 "
95011,2010,Beth Israel Deaconess Medical Ctr.,MA,18,5,"$3,583,783 "
20100272,2010,Boston College,MA,3,0,"$134,424 "
95014,2010,Boston Univ./Boston Medical Ctr.,MA,9,2,"$1,471,353 "
95017,2010,Brigham & Women's Hospital Inc.,MA,55,1,"$20,286,003 "
95034,2010,Children's Hospital Boston,MA,30,1,"$12,550,700 "
95052,2010,Dana-Farber Cancer Inst.,MA,36,1,"$7,455,219 "
95070,2010,Harvard Univ.,MA,67,8,"$10,052,098 "
95097,2010,Massachusetts Inst. of Technology (MIT),MA,96,17,"$69,200,000 "
95096,2010,The General Hospital dba Massachusetts General Hospital,MA,120,6,"$77,091,503 "
95115,2010,Tufts Medical Center,MA,7,2,"$453,105 "
95175,2010,Tufts Univ.,MA,11,1,"$7,401,189 "
95213,2010,Univ. of Massachusetts,MA,42,2,"$40,019,174 "
20100278,2010,Whitehead Institute for Biomedical Research,MA,20,1,"$3,160,000 "
95011,2011,Beth Israel Deaconess Medical Ctr.,MA,22,3,"$2,865,461 "
20100272,2011,Boston College,MA,3,2,"$41,316 "
95014,2011,Boston Univ./Boston Medical Ctr.,MA,9,2,"$1,081,568 "
95017,2011,Brigham & Women's Hospital Inc.,MA,60,8,"$16,369,493 "
95034,2011,Children's Hospital Boston,MA,18,2,"$10,571,051 "
95052,2011,Dana-Farber Cancer Inst.,MA,37,3,"$7,218,137 "
95070,2011,Harvard Univ.,MA,85,9,"$13,811,527 "
95097,2011,Massachusetts Inst. of Technology (MIT),MA,119,25,"$76,120,000 "
95096,2011,The General Hospital dba Massachusetts General Hospital,MA,127,14,"$93,289,525 "
95115,2011,Tufts Medical Center,MA,7,0,"$1,701,689 "
95175,2011,Tufts Univ.,MA,10,2,"$2,446,595 "
95213,2011,Univ. of Massachusetts,MA,25,1,"$35,048,951 "
20100278,2011,Whitehead Institute for Biomedical Research,MA,23,2,"$3,720,000 "
95011,2012,Beth Israel Deaconess Medical Ctr.,MA,31,6,"$2,463,421 "
95014,2012,Boston Univ./Boston Medical Ctr.,MA,8,4,"$663,591 "
95017,2012,Brigham & Women's Hospital Inc.,MA,54,7,"$8,901,091 "
95034,2012,Children's Hospital Boston,MA,30,0,"$10,320,164 "
95052,2012,Dana-Farber Cancer Inst.,MA,35,2,"$4,071,695 "
95070,2012,Harvard Univ.,MA,78,10,"$11,390,691 "
95097,2012,Massachusetts Inst. of Technology (MIT),MA,107,16,"$137,070,000 "
20120291,2012,The Forsyth Institute,MA,2,0,"$35,000 "
95096,2012,The General Hospital dba Massachusetts General Hospital,MA,196,3,"$99,684,227 "
95115,2012,Tufts Medical Center,MA,4,1,"$725,919 "
95175,2012,Tufts Univ.,MA,12,5,"$8,177,060 "
95213,2012,Univ. of Massachusetts,MA,43,3,"$52,178,726 "
20100278,2012,Whitehead Institute for Biomedical Research,MA,24,2,"$4,204,608 "
95011,2013,Beth Israel Deaconess Medical Ctr.,MA,27,5,"$2,714,569 "
95014,2013,Boston Univ./Boston Medical Ctr.,MA,10,4,"$1,610,519 "
95016,2013,Brandeis Univ.,MA,4,1,"$1,544,516 "
95017,2013,Brigham & Women's Hospital Inc.,MA,51,5,"$8,015,833 "
95034,2013,Children's Hospital Boston,MA,35,2,"$9,577,933 "
95052,2013,Dana-Farber Cancer Inst.,MA,38,2,"$5,430,711 "
95070,2013,Harvard Univ.,MA,77,9,"$15,166,543 "
95097,2013,Massachusetts Inst. of Technology (MIT),MA,103,14,"$69,730,000 "
95096,2013,The General Hospital dba Massachusetts General Hospital,MA,111,14,"$75,897,375 "
95115,2013,Tufts Medical Center,MA,2,0,"$1,081,753 "
95175,2013,Tufts Univ.,MA,11,4,"$5,696,395 "
95213,2013,Univ. of Massachusetts,MA,32,3,"$34,341,922 "
95209,2001,Univ. of Manitoba,MB,12,1,"$1,222,755 "
95209,2002,Univ. of Manitoba,MB,8,1,"$1,565,004 "
95209,2003,Univ. of Manitoba,MB,6,0,"$1,682,750 "
95209,2004,Univ. of Manitoba,MB,7,1,"$1,673,626 "
95209,2005,Univ. of Manitoba,MB,5,0,"$1,384,456 "
95209,2006,Univ. of Manitoba,MB,12,2,"$2,506,004 "
95209,2007,Univ. of Manitoba,MB,16,2,"$2,072,680 "
95209,2008,Univ. of Manitoba,MB,7,0,"$1,648,605 "
95209,2009,Univ. of Manitoba,MB,12,2,"$1,873,412 "
95209,2010,Univ. of Manitoba,MB,19,0,"$1,998,271 "
95209,2011,Univ. of Manitoba,MB,7,0,"$2,252,205 "
20080267,2012,Red River College,MB,0,0,$0 
95209,2012,Univ. of Manitoba,MB,8,,"$1,607,031 "
20080267,2013,Red River College,MB,0,0,$0 
95209,2013,Univ. of Manitoba,MB,6,0,"$2,027,238 "
95088,1991,Johns Hopkins University,MD,31,,"$1,581,755 "
95210,1991,Univ. of Maryland Baltimore,MD,3,,"$140,000 "
95212,1991,Univ. of Maryland College Park,MD,20,,"$270,578 "
95088,1992,Johns Hopkins University,MD,37,,"$2,215,494 "
95210,1992,Univ. of Maryland Baltimore,MD,6,,"$252,000 "
95212,1992,Univ. of Maryland College Park,MD,29,,"$425,421 "
95088,1993,Johns Hopkins University,MD,47,,"$2,221,998 "
95210,1993,Univ. of Maryland Baltimore,MD,6,,"$200,568 "
95212,1993,Univ. of Maryland College Park,MD,38,,"$512,015 "
95088,1994,Johns Hopkins University,MD,52,3,"$2,297,899 "
95210,1994,Univ. of Maryland Baltimore,MD,6,0,"$274,127 "
95212,1994,Univ. of Maryland College Park,MD,41,1,"$671,749 "
95088,1995,Johns Hopkins University,MD,41,2,"$1,877,387 "
95210,1995,Univ. of Maryland Baltimore,MD,8,2,"$35,000 "
95212,1995,Univ. of Maryland College Park,MD,42,1,"$765,407 "
95088,1996,Johns Hopkins University,MD,46,2,"$3,090,833 "
95210,1996,Univ. of Maryland at Baltimore,MD,12,0,"$275,110 "
95211,1996,Univ. of Maryland Baltimore County,MD,5,0,"$16,256 "
95212,1996,Univ. of Maryland College Park,MD,47,0,"$1,263,912 "
95088,1997,Johns Hopkins University,MD,46,3,"$4,686,519 "
95210,1997,Univ. of Maryland at Baltimore,MD,5,1,"$105,668 "
95211,1997,Univ. of Maryland Baltimore County,MD,3,0,"$55,569 "
95212,1997,Univ. of Maryland College Park,MD,50,0,"$1,371,931 "
95088,1998,Johns Hopkins University,MD,93,5,"$5,615,209 "
95210,1998,Univ. of Maryland Baltimore,MD,7,2,"$171,700 "
95211,1998,Univ. of Maryland Baltimore County,MD,1,,"$29,094 "
95212,1998,Univ. of Maryland College Park,MD,69,2,"$1,816,724 "
95088,1999,Johns Hopkins University,MD,106,7,"$10,482,346 "
95210,1999,Univ. of Maryland Baltimore,MD,7,2,"$116,681 "
95211,1999,Univ. of Maryland Baltimore County,MD,1,0,"$39,117 "
96028,1999,Univ. of Maryland Biotech Institute,MD,4,0,"$335,000 "
95212,1999,Univ. of Maryland College Park,MD,61,3,"$1,000,013 "
95088,2000,Johns Hopkins University,MD,127,10,"$14,606,510 "
95210,2000,Univ. of Maryland Baltimore,MD,6,1,"$215,285 "
95211,2000,Univ. of Maryland Baltimore County,MD,1,0,"$52,426 "
95212,2000,Univ. of Maryland College Park,MD,37,2,"$902,108 "
95088,2001,Johns Hopkins University,MD,78,6,"$7,043,458 "
95210,2001,Univ. of Maryland Baltimore,MD,13,1,"$168,057 "
95211,2001,Univ. of Maryland Baltimore County,MD,5,0,"$42,127 "
95212,2001,Univ. of Maryland College Park,MD,67,6,"$929,281 "
95088,2002,Johns Hopkins Univ.,MD,98,3,"$8,211,489 "
95210,2002,Univ. of Maryland Baltimore,MD,6,2,"$105,080 "
95211,2002,Univ. of Maryland Baltimore County,MD,5,0,"$42,664 "
95212,2002,Univ. of Maryland College Park,MD,76,3,"$919,836 "
95088,2003,Johns Hopkins Univ.,MD,159,5,"$6,712,152 "
95210,2003,Univ. of Maryland Baltimore,MD,13,0,"$156,535 "
95211,2003,Univ. of Maryland Baltimore County,MD,5,1,"$40,295 "
95212,2003,Univ. of Maryland College Park,MD,24,7,"$819,674 "
95088,2004,Johns Hopkins Univ.,MD,100,5,"$6,701,134 "
95210,2004,Univ. of Maryland Baltimore,MD,25,1,"$123,090 "
95211,2004,Univ. of Maryland Baltimore County,MD,2,1,"$55,309 "
95212,2004,Univ. of Maryland College Park,MD,41,5,"$930,045 "
95088,2005,Johns Hopkins Univ.,MD,94,5,"$12,369,870 "
95210,2005,Univ. of Maryland Baltimore,MD,23,3,"$251,388 "
95211,2005,Univ. of Maryland Baltimore County,MD,7,0,"$87,817 "
95212,2005,Univ. of Maryland College Park,MD,43,7,"$962,516 "
95088,2006,Johns Hopkins Univ.,MD,75,6,"$13,938,457 "
95210,2006,Univ. of Maryland Baltimore,MD,,,"$215,246 "
95211,2006,Univ. of Maryland Baltimore County,MD,2,0,"$163,560 "
96028,2006,Univ. of Maryland Biotechnology Inst.,MD,5,0,"$362,646 "
95212,2006,Univ. of Maryland College Park,MD,28,2,"$1,873,489 "
95088,2007,Johns Hopkins Univ.,MD,79,4,"$10,260,830 "
20080265,2007,Johns Hopkins Univ. Applied Physics Laboratory,MD,15,1,"$3,244,143 "
95210,2007,Univ. of Maryland Baltimore,MD,31,0,"$355,948 "
95211,2007,Univ. of Maryland Baltimore County,MD,1,0,"$107,352 "
96028,2007,Univ. of Maryland Biotechnology Inst.,MD,13,0,"$105,978 "
95212,2007,Univ. of Maryland College Park,MD,33,7,"$1,171,967 "
95088,2008,Johns Hopkins Univ.,MD,92,12,"$11,362,574 "
20080265,2008,Johns Hopkins Univ. Applied Physics Laboratory,MD,16,1,"$1,378,057 "
95210,2008,Univ. of Maryland Baltimore,MD,26,2,"$343,047 "
95211,2008,Univ. of Maryland Baltimore County,MD,1,0,"$72,927 "
96028,2008,Univ. of Maryland Biotechnology Inst.,MD,8,0,"$1,098 "
95212,2008,Univ. of Maryland College Park,MD,12,3,"$1,554,532 "
95088,2009,Johns Hopkins Univ.,MD,99,10,"$12,387,415 "
20080265,2009,Johns Hopkins Univ. Applied Physics Laboratory,MD,21,2,"$1,268,939 "
20100271,2009,University System of Maryland,MD,44,7,"$2,392,959 "
95088,2010,Johns Hopkins Univ.,MD,104,11,"$12,413,714 "
20080265,2010,Johns Hopkins Univ. Applied Physics Laboratory,MD,26,2,"$1,214,970 "
20100271,2010,University System of Maryland,MD,29,8,"$2,125,077 "
95088,2011,Johns Hopkins Univ.,MD,159,11,"$15,285,555 "
20080265,2011,Johns Hopkins Univ. Applied Physics Laboratory,MD,26,1,"$1,404,556 "
20100271,2011,University System of Maryland,MD,29,6,"$1,299,608 "
95088,2012,Johns Hopkins Univ.,MD,157,8,"$15,940,401 "
20080265,2012,Johns Hopkins Univ. Applied Physics Laboratory,MD,26,1,"$755,529 "
20100271,2012,University System of Maryland,MD,38,7,"$1,800,477 "
95088,2013,Johns Hopkins Univ.,MD,115,8,"$17,640,549 "
20080265,2013,Johns Hopkins Univ. Applied Physics Laboratory,MD,36,4,"$712,398 "
95208,1991,Univ. of Maine,ME,0,,"$10,000 "
95208,1992,Univ. of Maine,ME,3,,"$3,500 "
95208,1993,Univ. of Maine,ME,0,,$80 
95208,1997,Univ. of Maine,ME,1,0,$0 
95208,1998,Univ. of Maine,ME,1,0,$0 
95208,1999,Univ. of Maine,ME,2,0,$0 
95208,2000,Univ. of Maine,ME,3,1,"$2,000 "
95208,2002,Univ of Maine,ME,2,2,$0 
95208,2003,Univ. of Maine,ME,6,4,"$225,000 "
20100270,2009,The Jackson Laboratory,ME,29,0,"$1,200,000 "
20100270,2010,The Jackson Laboratory,ME,27,0,"$1,200,000 "
20100270,2011,The Jackson Laboratory,ME,45,0,"$1,375,861 "
20100270,2012,The Jackson Laboratory,ME,40,,"$1,495,122 "
20100270,2013,The Jackson Laboratory,ME,32,1,"$1,808,020 "
95107,1991,Michigan State University,MI,6,,"$11,411,597 "
95218,1991,Univ. of Michigan,MI,22,,"$950,000 "
95107,1992,Michigan State University,MI,4,,"$13,295,620 "
95218,1992,Univ. of Michigan,MI,28,,"$1,167,600 "
95107,1993,Michigan State University,MI,10,,"$14,150,029 "
95218,1993,Univ. of Michigan,MI,23,,"$1,245,000 "
95276,1993,Wayne State University,MI,15,,"$367,308 "
95107,1994,Michigan State University,MI,16,0,"$14,556,761 "
95218,1994,Univ. of Michigan,MI,29,0,"$1,529,000 "
95276,1994,Wayne State University,MI,10,2,"$618,000 "
95107,1995,Michigan State University,MI,20,4,"$15,279,521 "
95108,1995,Michigan Technological University,MI,3,1,"$91,000 "
95218,1995,Univ. of Michigan,MI,38,1,"$1,202,000 "
95276,1995,Wayne State University,MI,9,1,"$403,386 "
95107,1996,Michigan State University,MI,16,3,"$17,232,000 "
95108,1996,Michigan Technological University,MI,5,1,"$136,830 "
95218,1996,Univ. of Michigan,MI,44,8,"$1,074,747 "
95276,1996,Wayne State University,MI,5,1,"$250,000 "
95107,1997,Michigan State University,MI,9,2,"$18,293,388 "
95108,1997,Michigan Technological University,MI,3,1,"$100,058 "
95218,1997,Univ. of Michigan,MI,47,6,"$1,780,334 "
95276,1997,Wayne State University,MI,6,1,"$191,000 "
95107,1998,Michigan State University,MI,26,1,"$24,336,872 "
95108,1998,Michigan Technological University,MI,11,0,"$166,846 "
95218,1998,Univ. of Michigan,MI,44,5,"$6,811,000 "
95276,1998,Wayne State University,MI,8,0,"$1,053,000 "
95107,1999,Michigan State University,MI,33,1,"$23,711,867 "
95108,1999,Michigan Technological University,MI,11,0,"$222,272 "
95218,1999,Univ. of Michigan,MI,42,2,"$3,527,927 "
95276,1999,Wayne State University,MI,3,1,"$458,000 "
95107,2000,Michigan State University,MI,19,1,"$25,721,007 "
95108,2000,Michigan Technological University,MI,8,0,"$99,290 "
95218,2000,Univ. of Michigan,MI,51,8,"$3,976,000 "
95276,2000,Wayne State University,MI,10,0,"$686,211 "
95107,2001,Michigan State University,MI,21,0,"$30,397,759 "
95108,2001,Michigan Technological University,MI,11,0,"$435,570 "
95218,2001,Univ. of Michigan,MI,64,12,"$8,199,000 "
95276,2001,Wayne State University,MI,11,3,"$1,338,000 "
