"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2013 annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
09,Connecticut,1990,"2,573,504   ","1,814,924   ",70.5   ,"1,725,381   ",67.0   ,"89,543   ",4.9   
10,Delaware,1990,"512,095   ","362,098   ",70.7   ,"347,038   ",67.8   ,"15,060   ",4.2   
11,District of Columbia,1990,"485,446   ","331,700   ",68.3   ,"311,838   ",64.2   ,"19,862   ",6.0   
12,Florida,1990,"10,261,029   ","6,465,579   ",63.0   ,"6,060,994   ",59.1   ,"404,585   ",6.3   
13,Georgia,1990,"4,873,145   ","3,300,136   ",67.7   ,"3,129,389   ",64.2   ,"170,747   ",5.2   
15,Hawaii,1990,"809,147   ","551,028   ",68.1   ,"537,620   ",66.4   ,"13,408   ",2.4   
16,Idaho,1990,"728,642   ","494,121   ",67.8   ,"467,102   ",64.1   ,"27,019   ",5.5   
17,Illinois,1990,"8,691,495   ","5,931,619   ",68.2   ,"5,560,548   ",64.0   ,"371,071   ",6.3   
18,Indiana,1990,"4,182,011   ","2,830,551   ",67.7   ,"2,688,858   ",64.3   ,"141,693   ",5.0   
19,Iowa,1990,"2,088,455   ","1,458,858   ",69.9   ,"1,393,302   ",66.7   ,"65,556   ",4.5   
20,Kansas,1990,"1,823,499   ","1,270,352   ",69.7   ,"1,215,102   ",66.6   ,"55,250   ",4.3   
21,Kentucky,1990,"2,798,751   ","1,747,605   ",62.4   ,"1,640,875   ",58.6   ,"106,730   ",6.1   
22,Louisiana,1990,"3,072,687   ","1,877,388   ",61.1   ,"1,767,306   ",57.5   ,"110,082   ",5.9   
23,Maine,1990,"939,446   ","631,147   ",67.2   ,"597,902   ",63.6   ,"33,245   ",5.3   
24,Maryland,1990,"3,690,697   ","2,582,827   ",70.0   ,"2,465,249   ",66.8   ,"117,578   ",4.6   
25,Massachusetts,1990,"4,713,235   ","3,226,368   ",68.5   ,"3,022,393   ",64.1   ,"203,975   ",6.3   
26,Michigan,1990,"7,014,564   ","4,619,988   ",65.9   ,"4,262,409   ",60.8   ,"357,579   ",7.7   
27,Minnesota,1990,"3,270,576   ","2,390,010   ",73.1   ,"2,275,853   ",69.6   ,"114,157   ",4.8   
28,Mississippi,1990,"1,894,246   ","1,175,744   ",62.1   ,"1,085,419   ",57.3   ,"90,325   ",7.7   
29,Missouri,1990,"3,861,197   ","2,607,584   ",67.5   ,"2,456,998   ",63.6   ,"150,586   ",5.8   
30,Montana,1990,"595,669   ","408,301   ",68.5   ,"383,706   ",64.4   ,"24,595   ",6.0   
31,Nebraska,1990,"1,162,187   ","816,703   ",70.3   ,"797,799   ",68.6   ,"18,904   ",2.3   
32,Nevada,1990,"939,455   ","655,896   ",69.8   ,"622,516   ",66.3   ,"33,380   ",5.1   
33,New Hampshire,1990,"847,908   ","620,037   ",73.1   ,"585,032   ",69.0   ,"35,005   ",5.6   
34,New Jersey,1990,"6,045,543   ","4,072,494   ",67.4   ,"3,864,958   ",63.9   ,"207,536   ",5.1   
35,New Mexico,1990,"1,118,366   ","711,891   ",63.7   ,"663,698   ",59.3   ,"48,193   ",6.8   
36,New York,1990,"14,078,827   ","8,808,856   ",62.6   ,"8,339,800   ",59.2   ,"469,056   ",5.3   
51000,New York city,1990,"5,850,171   ","3,335,982   ",57.0   ,"3,104,502   ",53.1   ,"231,480   ",6.9   
37,North Carolina,1990,"5,096,212   ","3,497,568   ",68.6   ,"3,352,165   ",65.8   ,"145,403   ",4.2   
38,North Dakota,1990,"463,434   ","318,795   ",68.8   ,"305,935   ",66.0   ,"12,860   ",4.0   
39,Ohio,1990,"8,231,273   ","5,389,113   ",65.5   ,"5,079,472   ",61.7   ,"309,641   ",5.7   
40,Oklahoma,1990,"2,346,785   ","1,520,852   ",64.8   ,"1,434,566   ",61.1   ,"86,286   ",5.7   
41,Oregon,1990,"2,193,841   ","1,506,240   ",68.7   ,"1,424,864   ",64.9   ,"81,376   ",5.4   
42,Pennsylvania,1990,"9,205,919   ","5,826,666   ",63.3   ,"5,510,009   ",59.9   ,"316,657   ",5.4   
44,Rhode Island,1990,"775,851   ","525,851   ",67.8   ,"493,674   ",63.6   ,"32,177   ",6.1   
45,South Carolina,1990,"2,611,843   ","1,722,150   ",65.9   ,"1,638,580   ",62.7   ,"83,570   ",4.9   
46,South Dakota,1990,"500,932   ","350,642   ",70.0   ,"337,503   ",67.4   ,"13,139   ",3.7   
47,Tennessee,1990,"3,765,396   ","2,401,093   ",63.8   ,"2,269,015   ",60.3   ,"132,078   ",5.5   
48,Texas,1990,"12,604,402   ","8,593,724   ",68.2   ,"8,041,859   ",63.8   ,"551,865   ",6.4   
49,Utah,1990,"1,159,016   ","820,436   ",70.8   ,"784,050   ",67.6   ,"36,386   ",4.4   
50,Vermont,1990,"429,402   ","309,280   ",72.0   ,"294,074   ",68.5   ,"15,206   ",4.9   
51,Virginia,1990,"4,655,613   ","3,220,117   ",69.2   ,"3,076,925   ",66.1   ,"143,192   ",4.4   
53,Washington,1990,"3,676,359   ","2,537,038   ",69.0   ,"2,406,444   ",65.5   ,"130,594   ",5.1   
54,West Virginia,1990,"1,398,424   ","756,306   ",54.1   ,"691,184   ",49.4   ,"65,122   ",8.6   
55,Wisconsin,1990,"3,677,217   ","2,598,898   ",70.7   ,"2,486,129   ",67.6   ,"112,769   ",4.3   
56,Wyoming,1990,"329,521   ","236,043   ",71.6   ,"223,531   ",67.8   ,"12,512   ",5.3   
01,Alabama,1991,"3,115,005   ","1,915,087   ",61.5   ,"1,783,434   ",57.3   ,"131,653   ",6.9   
02,Alaska,1991,"381,591   ","278,799   ",73.1   ,"255,799   ",67.0   ,"23,000   ",8.2   
04,Arizona,1991,"2,854,417   ","1,819,740   ",63.8   ,"1,715,227   ",60.1   ,"104,513   ",5.7   
05,Arkansas,1991,"1,803,118   ","1,127,094   ",62.5   ,"1,045,941   ",58.0   ,"81,153   ",7.2   
06,California,1991,"22,780,860   ","15,105,386   ",66.3   ,"13,931,679   ",61.2   ,"1,173,707   ",7.8   
037,Los Angeles County,1991,"6,729,992   ","4,458,389   ",66.2   ,"4,100,982   ",60.9   ,"357,407   ",8.0   
08,Colorado,1991,"2,542,584   ","1,802,652   ",70.9   ,"1,704,522   ",67.0   ,"98,130   ",5.4   
09,Connecticut,1991,"2,570,734   ","1,828,146   ",71.1   ,"1,708,655   ",66.5   ,"119,491   ",6.5   
10,Delaware,1991,"520,991   ","363,321   ",69.7   ,"342,525   ",65.7   ,"20,796   ",5.7   
11,District of Columbia,1991,"480,014   ","322,584   ",67.2   ,"297,828   ",62.0   ,"24,756   ",7.7   
12,Florida,1991,"10,485,655   ","6,551,675   ",62.5   ,"6,055,255   ",57.7   ,"496,420   ",7.6   
13,Georgia,1991,"4,976,618   ","3,298,665   ",66.3   ,"3,132,596   ",62.9   ,"166,069   ",5.0   
15,Hawaii,1991,"826,510   ","563,044   ",68.1   ,"547,351   ",66.2   ,"15,693   ",2.8   
16,Idaho,1991,"751,752   ","506,654   ",67.4   ,"476,531   ",63.4   ,"30,123   ",5.9   
17,Illinois,1991,"8,768,688   ","5,923,409   ",67.6   ,"5,493,554   ",62.6   ,"429,855   ",7.3   
18,Indiana,1991,"4,242,413   ","2,816,248   ",66.4   ,"2,657,957   ",62.7   ,"158,291   ",5.6   
19,Iowa,1991,"2,104,403   ","1,476,380   ",70.2   ,"1,408,730   ",66.9   ,"67,650   ",4.6   
20,Kansas,1991,"1,834,219   ","1,283,125   ",70.0   ,"1,225,007   ",66.8   ,"58,118   ",4.5   
21,Kentucky,1991,"2,827,754   ","1,770,336   ",62.6   ,"1,639,343   ",58.0   ,"130,993   ",7.4   
22,Louisiana,1991,"3,097,061   ","1,922,022   ",62.1   ,"1,789,796   ",57.8   ,"132,226   ",6.9   
23,Maine,1991,"943,988   ","638,870   ",67.7   ,"590,604   ",62.6   ,"48,266   ",7.6   
24,Maryland,1991,"3,719,173   ","2,629,882   ",70.7   ,"2,466,378   ",66.3   ,"163,504   ",6.2   
25,Massachusetts,1991,"4,695,650   ","3,198,883   ",68.1   ,"2,916,293   ",62.1   ,"282,590   ",8.8   
26,Michigan,1991,"7,073,529   ","4,588,881   ",64.9   ,"4,162,074   ",58.8   ,"426,807   ",9.3   
27,Minnesota,1991,"3,308,424   ","2,427,046   ",73.4   ,"2,300,781   ",69.5   ,"126,265   ",5.2   
28,Mississippi,1991,"1,915,135   ","1,190,725   ",62.2   ,"1,084,695   ",56.6   ,"106,030   ",8.9   
29,Missouri,1991,"3,892,925   ","2,647,068   ",68.0   ,"2,474,167   ",63.6   ,"172,901   ",6.5   
30,Montana,1991,"602,293   ","409,649   ",68.0   ,"383,776   ",63.7   ,"25,873   ",6.3   
31,Nebraska,1991,"1,174,176   ","832,215   ",70.9   ,"810,181   ",69.0   ,"22,034   ",2.6   
32,Nevada,1991,"998,374   ","693,695   ",69.5   ,"650,324   ",65.1   ,"43,371   ",6.3   
33,New Hampshire,1991,"848,271   ","614,452   ",72.4   ,"569,621   ",67.2   ,"44,831   ",7.3   
34,New Jersey,1991,"6,075,964   ","4,050,380   ",66.7   ,"3,776,632   ",62.2   ,"273,748   ",6.8   
35,New Mexico,1991,"1,139,093   ","719,243   ",63.1   ,"667,698   ",58.6   ,"51,545   ",7.2   
36,New York,1991,"14,099,913   ","8,754,679   ",62.1   ,"8,112,503   ",57.5   ,"642,176   ",7.3   
51000,New York city,1991,"5,851,222   ","3,288,233   ",56.2   ,"3,001,268   ",51.3   ,"286,965   ",8.7   
37,North Carolina,1991,"5,192,678   ","3,539,623   ",68.2   ,"3,330,035   ",64.1   ,"209,588   ",5.9   
38,North Dakota,1991,"463,999   ","318,866   ",68.7   ,"305,007   ",65.7   ,"13,859   ",4.3   
39,Ohio,1991,"8,297,527   ","5,401,245   ",65.1   ,"5,045,897   ",60.8   ,"355,348   ",6.6   
40,Oklahoma,1991,"2,363,909   ","1,520,524   ",64.3   ,"1,426,240   ",60.3   ,"94,284   ",6.2   
41,Oregon,1991,"2,244,004   ","1,522,025   ",67.8   ,"1,425,231   ",63.5   ,"96,794   ",6.4   
42,Pennsylvania,1991,"9,257,368   ","5,841,971   ",63.1   ,"5,437,439   ",58.7   ,"404,532   ",6.9   
44,Rhode Island,1991,"779,699   ","523,070   ",67.1   ,"480,591   ",61.6   ,"42,479   ",8.1   
45,South Carolina,1991,"2,663,759   ","1,760,801   ",66.1   ,"1,653,770   ",62.1   ,"107,031   ",6.1   
46,South Dakota,1991,"505,393   ","353,780   ",70.0   ,"341,025   ",67.5   ,"12,755   ",3.6   
47,Tennessee,1991,"3,822,509   ","2,425,381   ",63.4   ,"2,265,985   ",59.3   ,"159,396   ",6.6   
48,Texas,1991,"12,807,208   ","8,752,200   ",68.3   ,"8,139,722   ",63.6   ,"612,478   ",7.0   
49,Utah,1991,"1,202,129   ","851,100   ",70.8   ,"810,806   ",67.4   ,"40,294   ",4.7   
50,Vermont,1991,"432,368   ","308,636   ",71.4   ,"288,280   ",66.7   ,"20,356   ",6.6   
51,Virginia,1991,"4,714,028   ","3,296,942   ",69.9   ,"3,103,294   ",65.8   ,"193,648   ",5.9   
53,Washington,1991,"3,762,333   ","2,543,895   ",67.6   ,"2,383,588   ",63.4   ,"160,307   ",6.3   
54,West Virginia,1991,"1,408,715   ","769,291   ",54.6   ,"688,512   ",48.9   ,"80,779   ",10.5   
55,Wisconsin,1991,"3,720,427   ","2,640,141   ",71.0   ,"2,499,353   ",67.2   ,"140,788   ",5.3   
56,Wyoming,1991,"333,564   ","235,124   ",70.5   ,"223,192   ",66.9   ,"11,932   ",5.1   
01,Alabama,1992,"3,151,380   ","1,943,033   ",61.7   ,"1,809,337   ",57.4   ,"133,696   ",6.9   
02,Alaska,1992,"394,654   ","288,777   ",73.2   ,"262,980   ",66.6   ,"25,797   ",8.9   
04,Arizona,1992,"2,954,322   ","1,893,991   ",64.1   ,"1,753,764   ",59.4   ,"140,227   ",7.4   
05,Arkansas,1992,"1,824,976   ","1,155,737   ",63.3   ,"1,073,382   ",58.8   ,"82,355   ",7.1   
06,California,1992,"23,048,542   ","15,309,846   ",66.4   ,"13,874,246   ",60.2   ,"1,435,600   ",9.4   
037,Los Angeles County,1992,"6,757,733   ","4,445,859   ",65.8   ,"4,006,654   ",59.3   ,"439,205   ",9.9   
08,Colorado,1992,"2,619,814   ","1,855,871   ",70.8   ,"1,744,235   ",66.6   ,"111,636   ",6.0   
09,Connecticut,1992,"2,558,624   ","1,826,769   ",71.4   ,"1,693,563   ",66.2   ,"133,206   ",7.3   
10,Delaware,1992,"528,653   ","366,979   ",69.4   ,"347,194   ",65.7   ,"19,785   ",5.4   
11,District of Columbia,1992,"473,734   ","317,326   ",67.0   ,"290,103   ",61.2   ,"27,223   ",8.6   
12,Florida,1992,"10,689,834   ","6,692,592   ",62.6   ,"6,133,417   ",57.4   ,"559,175   ",8.4   
13,Georgia,1992,"5,085,498   ","3,410,412   ",67.1   ,"3,182,777   ",62.6   ,"227,635   ",6.7   
15,Hawaii,1992,"840,084   ","576,009   ",68.6   ,"551,563   ",65.7   ,"24,446   ",4.2   
16,Idaho,1992,"775,171   ","527,566   ",68.1   ,"493,767   ",63.7   ,"33,799   ",6.4   
17,Illinois,1992,"8,844,259   ","6,018,149   ",68.0   ,"5,546,722   ",62.7   ,"471,427   ",7.8   
18,Indiana,1992,"4,289,722   ","2,877,772   ",67.1   ,"2,703,403   ",63.0   ,"174,369   ",6.1   
19,Iowa,1992,"2,124,507   ","1,509,146   ",71.0   ,"1,441,414   ",67.8   ,"67,732   ",4.5   
20,Kansas,1992,"1,857,694   ","1,304,907   ",70.2   ,"1,244,438   ",67.0   ,"60,469   ",4.6   
21,Kentucky,1992,"2,856,435   ","1,782,402   ",62.4   ,"1,658,511   ",58.1   ,"123,891   ",7.0   
22,Louisiana,1992,"3,119,233   ","1,940,080   ",62.2   ,"1,787,541   ",57.3   ,"152,539   ",7.9   
23,Maine,1992,"945,377   ","639,622   ",67.7   ,"594,082   ",62.8   ,"45,540   ",7.1   
24,Maryland,1992,"3,743,319   ","2,659,659   ",71.1   ,"2,484,910   ",66.4   ,"174,749   ",6.6   
25,Massachusetts,1992,"4,685,947   ","3,180,740   ",67.9   ,"2,899,718   ",61.9   ,"281,022   ",8.8   
26,Michigan,1992,"7,128,843   ","4,661,696   ",65.4   ,"4,234,783   ",59.4   ,"426,913   ",9.2   
27,Minnesota,1992,"3,345,228   ","2,467,219   ",73.8   ,"2,341,011   ",70.0   ,"126,208   ",5.1   
28,Mississippi,1992,"1,928,941   ","1,197,633   ",62.1   ,"1,097,672   ",56.9   ,"99,961   ",8.3   
29,Missouri,1992,"3,921,321   ","2,662,447   ",67.9   ,"2,502,779   ",63.8   ,"159,668   ",6.0   
30,Montana,1992,"612,721   ","417,262   ",68.1   ,"390,362   ",63.7   ,"26,900   ",6.4   
31,Nebraska,1992,"1,188,101   ","841,928   ",70.9   ,"817,915   ",68.8   ,"24,013   ",2.9   
32,Nevada,1992,"1,046,898   ","727,558   ",69.5   ,"677,076   ",64.7   ,"50,482   ",6.9   
33,New Hampshire,1992,"850,003   ","615,648   ",72.4   ,"568,909   ",66.9   ,"46,739   ",7.6   
34,New Jersey,1992,"6,097,353   ","4,051,920   ",66.5   ,"3,709,471   ",60.8   ,"342,449   ",8.5   
35,New Mexico,1992,"1,164,473   ","735,447   ",63.2   ,"680,463   ",58.4   ,"54,984   ",7.5   
36,New York,1992,"14,116,134   ","8,734,942   ",61.9   ,"7,979,726   ",56.5   ,"755,216   ",8.6   
51000,New York city,1992,"5,853,965   ","3,304,347   ",56.4   ,"2,937,009   ",50.2   ,"367,338   ",11.1   
37,North Carolina,1992,"5,271,773   ","3,595,919   ",68.2   ,"3,372,068   ",64.0   ,"223,851   ",6.2   
38,North Dakota,1992,"466,195   ","320,263   ",68.7   ,"305,056   ",65.4   ,"15,207   ",4.7   
39,Ohio,1992,"8,342,929   ","5,475,129   ",65.6   ,"5,072,649   ",60.8   ,"402,480   ",7.4   
40,Oklahoma,1992,"2,389,341   ","1,526,930   ",63.9   ,"1,432,081   ",59.9   ,"94,849   ",6.2   
41,Oregon,1992,"2,292,833   ","1,562,363   ",68.1   ,"1,448,017   ",63.2   ,"114,346   ",7.3   
42,Pennsylvania,1992,"9,284,189   ","5,909,823   ",63.7   ,"5,455,450   ",58.8   ,"454,373   ",7.7   
44,Rhode Island,1992,"779,475   ","530,139   ",68.0   ,"483,329   ",62.0   ,"46,810   ",8.8   
45,South Carolina,1992,"2,699,745   ","1,792,544   ",66.4   ,"1,673,620   ",62.0   ,"118,924   ",6.6   
46,South Dakota,1992,"511,043   ","358,701   ",70.2   ,"345,996   ",67.7   ,"12,705   ",3.5   
47,Tennessee,1992,"3,875,816   ","2,479,459   ",64.0   ,"2,316,661   ",59.8   ,"162,798   ",6.6   
48,Texas,1992,"13,035,341   ","8,991,315   ",69.0   ,"8,307,176   ",63.7   ,"684,139   ",7.6   
49,Utah,1992,"1,250,594   ","889,272   ",71.1   ,"845,398   ",67.6   ,"43,874   ",4.9   
50,Vermont,1992,"434,827   ","312,421   ",71.8   ,"292,288   ",67.2   ,"20,133   ",6.4   
51,Virginia,1992,"4,780,310   ","3,353,338   ",70.1   ,"3,146,997   ",65.8   ,"206,341   ",6.2   
53,Washington,1992,"3,857,918   ","2,634,582   ",68.3   ,"2,445,866   ",63.4   ,"188,716   ",7.2   
54,West Virginia,1992,"1,415,983   ","777,421   ",54.9   ,"689,628   ",48.7   ,"87,793   ",11.3   
55,Wisconsin,1992,"3,766,809   ","2,695,116   ",71.5   ,"2,556,294   ",67.9   ,"138,822   ",5.2   
56,Wyoming,1992,"339,655   ","238,076   ",70.1   ,"224,562   ",66.1   ,"13,514   ",5.7   
01,Alabama,1993,"3,194,255   ","1,981,641   ",62.0   ,"1,850,610   ",57.9   ,"131,031   ",6.6   
02,Alaska,1993,"403,384   ","293,758   ",72.8   ,"271,258   ",67.2   ,"22,500   ",7.7   
04,Arizona,1993,"3,070,311   ","1,961,825   ",63.9   ,"1,836,869   ",59.8   ,"124,956   ",6.4   
05,Arkansas,1993,"1,857,667   ","1,178,435   ",63.4   ,"1,106,257   ",59.6   ,"72,178   ",6.1   
06,California,1993,"23,149,223   ","15,264,537   ",65.9   ,"13,808,306   ",59.6   ,"1,456,231   ",9.5   
037,Los Angeles County,1993,"6,758,174   ","4,342,489   ",64.3   ,"3,908,540   ",57.8   ,"433,949   ",10.0   
08,Colorado,1993,"2,713,377   ","1,933,718   ",71.3   ,"1,831,489   ",67.5   ,"102,229   ",5.3   
09,Connecticut,1993,"2,552,264   ","1,796,640   ",70.4   ,"1,682,262   ",65.9   ,"114,378   ",6.4   
10,Delaware,1993,"537,233   ","371,718   ",69.2   ,"353,156   ",65.7   ,"18,562   ",5.0   
11,District of Columbia,1993,"470,872   ","314,299   ",66.7   ,"287,731   ",61.1   ,"26,568   ",8.5   
12,Florida,1993,"10,886,513   ","6,788,364   ",62.4   ,"6,298,142   ",57.9   ,"490,222   ",7.2   
13,Georgia,1993,"5,201,462   ","3,485,592   ",67.0   ,"3,278,794   ",63.0   ,"206,798   ",5.9   
15,Hawaii,1993,"850,658   ","581,745   ",68.4   ,"556,331   ",65.4   ,"25,414   ",4.4   
16,Idaho,1993,"802,922   ","549,763   ",68.5   ,"516,307   ",64.3   ,"33,456   ",6.1   
17,Illinois,1993,"8,928,912   ","6,073,634   ",68.0   ,"5,625,103   ",63.0   ,"448,531   ",7.4   
18,Indiana,1993,"4,342,364   ","2,948,331   ",67.9   ,"2,800,739   ",64.5   ,"147,592   ",5.0   
19,Iowa,1993,"2,142,778   ","1,545,272   ",72.1   ,"1,480,417   ",69.1   ,"64,855   ",4.2   
20,Kansas,1993,"1,879,835   ","1,325,075   ",70.5   ,"1,257,847   ",66.9   ,"67,228   ",5.1   
21,Kentucky,1993,"2,894,782   ","1,804,000   ",62.3   ,"1,689,100   ",58.3   ,"114,900   ",6.4   
22,Louisiana,1993,"3,143,405   ","1,878,274   ",59.8   ,"1,738,570   ",55.3   ,"139,704   ",7.4   
23,Maine,1993,"948,932   ","631,404   ",66.5   ,"589,800   ",62.2   ,"41,604   ",6.6   
24,Maryland,1993,"3,766,632   ","2,660,795   ",70.6   ,"2,501,515   ",66.4   ,"159,280   ",6.0   
25,Massachusetts,1993,"4,693,661   ","3,172,904   ",67.6   ,"2,940,565   ",62.6   ,"232,339   ",7.3   
26,Michigan,1993,"7,175,073   ","4,711,598   ",65.7   ,"4,364,545   ",60.8   ,"347,053   ",7.4   
27,Minnesota,1993,"3,393,198   ","2,515,074   ",74.1   ,"2,391,055   ",70.5   ,"124,019   ",4.9   
28,Mississippi,1993,"1,950,747   ","1,211,182   ",62.1   ,"1,126,904   ",57.8   ,"84,278   ",7.0   
29,Missouri,1993,"3,962,466   ","2,705,747   ",68.3   ,"2,539,792   ",64.1   ,"165,955   ",6.1   
30,Montana,1993,"626,483   ","422,579   ",67.5   ,"397,257   ",63.4   ,"25,322   ",6.0   
31,Nebraska,1993,"1,201,860   ","861,406   ",71.7   ,"837,361   ",69.7   ,"24,045   ",2.8   
32,Nevada,1993,"1,095,255   ","765,898   ",69.9   ,"714,032   ",65.2   ,"51,866   ",6.8   
33,New Hampshire,1993,"857,402   ","619,307   ",72.2   ,"580,137   ",67.7   ,"39,170   ",6.3   
34,New Jersey,1993,"6,128,492   ","4,034,585   ",65.8   ,"3,727,262   ",60.8   ,"307,323   ",7.6   
35,New Mexico,1993,"1,191,937   ","755,053   ",63.3   ,"700,258   ",58.7   ,"54,795   ",7.3   
36,New York,1993,"14,157,688   ","8,698,934   ",61.4   ,"8,013,498   ",56.6   ,"685,436   ",7.9   
51000,New York city,1993,"5,879,967   ","3,288,265   ",55.9   ,"2,948,196   ",50.1   ,"340,069   ",10.3   
37,North Carolina,1993,"5,377,368   ","3,621,196   ",67.3   ,"3,434,311   ",63.9   ,"186,885   ",5.2   
38,North Dakota,1993,"470,059   ","323,208   ",68.8   ,"308,915   ",65.7   ,"14,293   ",4.4   
39,Ohio,1993,"8,396,165   ","5,509,715   ",65.6   ,"5,138,818   ",61.2   ,"370,897   ",6.7   
40,Oklahoma,1993,"2,413,357   ","1,542,973   ",63.9   ,"1,450,076   ",60.1   ,"92,897   ",6.0   
41,Oregon,1993,"2,349,663   ","1,600,756   ",68.1   ,"1,489,808   ",63.4   ,"110,948   ",6.9   
42,Pennsylvania,1993,"9,322,176   ","5,923,245   ",63.5   ,"5,504,269   ",59.0   ,"418,976   ",7.1   
44,Rhode Island,1993,"780,168   ","526,673   ",67.5   ,"484,965   ",62.2   ,"41,708   ",7.9   
45,South Carolina,1993,"2,739,480   ","1,827,755   ",66.7   ,"1,696,068   ",61.9   ,"131,687   ",7.2   
46,South Dakota,1993,"519,692   ","365,745   ",70.4   ,"352,666   ",67.9   ,"13,079   ",3.6   
47,Tennessee,1993,"3,936,541   ","2,543,274   ",64.6   ,"2,391,568   ",60.8   ,"151,706   ",6.0   
48,Texas,1993,"13,293,974   ","9,203,082   ",69.2   ,"8,543,207   ",64.3   ,"659,875   ",7.2   
49,Utah,1993,"1,303,475   ","931,787   ",71.5   ,"892,956   ",68.5   ,"38,831   ",4.2   
50,Vermont,1993,"438,619   ","314,881   ",71.8   ,"298,277   ",68.0   ,"16,604   ",5.3   
51,Virginia,1993,"4,853,592   ","3,369,606   ",69.4   ,"3,195,680   ",65.8   ,"173,926   ",5.2   
53,Washington,1993,"3,954,336   ","2,691,873   ",68.1   ,"2,500,782   ",63.2   ,"191,091   ",7.1   
54,West Virginia,1993,"1,426,084   ","778,015   ",54.6   ,"696,784   ",48.9   ,"81,231   ",10.4   
55,Wisconsin,1993,"3,817,858   ","2,752,773   ",72.1   ,"2,628,814   ",68.9   ,"123,959   ",4.5   
56,Wyoming,1993,"346,080   ","242,599   ",70.1   ,"229,177   ",66.2   ,"13,422   ",5.5   
01,Alabama,1994,"3,228,880   ","2,018,524   ",62.5   ,"1,909,881   ",59.1   ,"108,643   ",5.4   
02,Alaska,1994,"409,114   ","300,742   ",73.5   ,"278,198   ",68.0   ,"22,544   ",7.5   
04,Arizona,1994,"3,214,383   ","2,105,869   ",65.5   ,"1,976,722   ",61.5   ,"129,147   ",6.1   
05,Arkansas,1994,"1,885,858   ","1,213,191   ",64.3   ,"1,148,393   ",60.9   ,"64,798   ",5.3   
06,California,1994,"23,194,655   ","15,271,041   ",65.8   ,"13,953,855   ",60.2   ,"1,317,186   ",8.6   
037,Los Angeles County,1994,"6,720,540   ","4,297,332   ",63.9   ,"3,898,646   ",58.0   ,"398,686   ",9.3   
08,Colorado,1994,"2,806,107   ","2,040,382   ",72.7   ,"1,953,111   ",69.6   ,"87,271   ",4.3   
09,Connecticut,1994,"2,548,654   ","1,767,042   ",69.3   ,"1,670,083   ",65.5   ,"96,959   ",5.5   
10,Delaware,1994,"545,062   ","378,165   ",69.4   ,"360,866   ",66.2   ,"17,299   ",4.6   
11,District of Columbia,1994,"464,509   ","310,099   ",66.8   ,"285,207   ",61.4   ,"24,892   ",8.0   
12,Florida,1994,"11,107,359   ","6,956,525   ",62.6   ,"6,501,689   ",58.5   ,"454,836   ",6.5   
13,Georgia,1994,"5,332,009   ","3,594,682   ",67.4   ,"3,412,606   ",64.0   ,"182,076   ",5.1   
15,Hawaii,1994,"859,398   ","585,818   ",68.2   ,"555,749   ",64.7   ,"30,069   ",5.1   
16,Idaho,1994,"830,424   ","584,129   ",70.3   ,"552,354   ",66.5   ,"31,775   ",5.4   
17,Illinois,1994,"8,989,316   ","6,121,285   ",68.1   ,"5,766,671   ",64.2   ,"354,614   ",5.8   
18,Indiana,1994,"4,385,756   ","3,049,880   ",69.5   ,"2,911,781   ",66.4   ,"138,099   ",4.5   
19,Iowa,1994,"2,159,048   ","1,569,124   ",72.7   ,"1,510,253   ",69.9   ,"58,871   ",3.8   
20,Kansas,1994,"1,899,227   ","1,344,443   ",70.8   ,"1,279,098   ",67.3   ,"65,345   ",4.9   
21,Kentucky,1994,"2,924,296   ","1,829,325   ",62.6   ,"1,729,483   ",59.1   ,"99,842   ",5.5   
